Air temperature [K],flow speed ,pressure [N],Target,DateTime
304.2,1390,47.8,0,2022-04-04 22:00:00
302.0,1369,51.7,1,2022-04-04 23:00:00
302.7,1322,53.3,1,2022-04-05 00:00:00
299.0,1320,46.3,1,2022-04-05 01:00:00
297.4,1564,36.0,0,2022-04-05 02:00:00
302.5,1329,50.6,1,2022-04-05 03:00:00
298.4,1891,24.7,0,2022-04-05 04:00:00
297.7,1440,51.1,0,2022-04-05 05:00:00
299.7,1650,29.8,0,2022-04-05 06:00:00
298.8,1282,61.0,1,2022-04-05 07:00:00
298.8,1418,46.3,0,2022-04-05 08:00:00
302.5,1356,55.5,1,2022-04-05 09:00:00
302.7,1237,56.7,1,2022-04-05 10:00:00
303.2,1350,53.7,1,2022-04-05 11:00:00
298.1,1791,27.3,0,2022-04-05 12:00:00
298.1,1459,58.2,1,2022-04-05 13:00:00
299.0,1447,39.9,0,2022-04-05 14:00:00
299.2,1408,47.2,0,2022-04-05 15:00:00
302.5,1630,34.2,1,2022-04-05 16:00:00
303.0,1359,57.1,1,2022-04-05 17:00:00
300.2,1362,54.8,1,2022-04-05 18:00:00
297.4,1557,35.5,0,2022-04-05 19:00:00
299.4,1402,61.3,1,2022-04-05 20:00:00
302.5,1344,47.4,1,2022-04-05 21:00:00
302.3,1325,58.3,1,2022-04-05 22:00:00
302.5,1223,65.5,1,2022-04-05 23:00:00
300.1,1673,29.0,1,2022-04-06 00:00:00
302.2,1348,48.7,1,2022-04-06 01:00:00
299.0,1373,55.7,1,2022-04-06 02:00:00
302.0,1356,58.2,1,2022-04-06 03:00:00
298.8,1387,54.1,0,2022-04-06 04:00:00
301.9,1356,58.0,1,2022-04-06 05:00:00
300.2,2631,11.9,1,2022-04-06 06:00:00
296.8,1551,38.9,0,2022-04-06 07:00:00
298.6,1324,45.5,1,2022-04-06 08:00:00
298.3,1428,38.0,1,2022-04-06 09:00:00
303.1,1307,54.8,1,2022-04-06 10:00:00
297.4,1462,49.7,0,2022-04-06 11:00:00
301.7,1691,27.7,0,2022-04-06 12:00:00
302.0,1530,36.4,0,2022-04-06 13:00:00
296.7,1450,40.9,0,2022-04-06 14:00:00
302.8,1305,55.0,1,2022-04-06 15:00:00
302.9,1351,42.3,1,2022-04-06 16:00:00
302.7,1334,67.7,1,2022-04-06 17:00:00
299.2,1267,68.2,1,2022-04-06 18:00:00
301.7,1505,44.5,0,2022-04-06 19:00:00
301.0,2721,9.3,1,2022-04-06 20:00:00
297.3,1586,37.7,0,2022-04-06 21:00:00
298.0,1567,36.4,0,2022-04-06 22:00:00
298.8,2862,4.6,1,2022-04-06 23:00:00
301.0,1411,53.2,1,2022-04-07 00:00:00
300.3,1416,51.6,1,2022-04-07 01:00:00
297.5,1803,24.7,0,2022-04-07 02:00:00
302.3,1354,52.2,0,2022-04-07 03:00:00
300.3,1611,29.0,0,2022-04-07 04:00:00
302.6,1314,62.9,1,2022-04-07 05:00:00
303.3,1256,59.8,1,2022-04-07 06:00:00
301.0,1975,19.7,0,2022-04-07 07:00:00
299.2,1398,55.1,1,2022-04-07 08:00:00
301.4,1579,36.9,0,2022-04-07 09:00:00
302.3,1369,60.0,1,2022-04-07 10:00:00
298.0,1372,56.1,1,2022-04-07 11:00:00
298.4,1241,74.7,1,2022-04-07 12:00:00
298.9,1484,37.9,0,2022-04-07 13:00:00
298.0,1266,60.5,0,2022-04-07 14:00:00
303.0,2702,10.4,1,2022-04-07 15:00:00
299.9,1292,51.1,0,2022-04-07 16:00:00
301.4,1487,44.6,0,2022-04-07 17:00:00
299.8,1309,63.3,1,2022-04-07 18:00:00
297.4,1497,36.4,0,2022-04-07 19:00:00
300.8,1498,39.3,0,2022-04-07 20:00:00
298.8,1585,31.3,0,2022-04-07 21:00:00
301.1,2720,9.3,1,2022-04-07 22:00:00
299.4,1692,28.4,0,2022-04-07 23:00:00
301.1,1436,41.8,0,2022-04-08 00:00:00
302.6,1348,50.8,1,2022-04-08 01:00:00
299.0,1516,35.3,0,2022-04-08 02:00:00
297.1,1425,40.0,0,2022-04-08 03:00:00
299.0,1981,21.2,0,2022-04-08 04:00:00
302.1,1596,37.1,0,2022-04-08 05:00:00
302.6,1660,30.3,0,2022-04-08 06:00:00
302.2,1286,68.4,1,2022-04-08 07:00:00
298.6,1373,56.0,1,2022-04-08 08:00:00
302.4,1628,34.4,1,2022-04-08 09:00:00
301.5,1453,44.0,0,2022-04-08 10:00:00
301.1,1521,41.0,0,2022-04-08 11:00:00
302.0,1338,66.3,1,2022-04-08 12:00:00
299.7,1512,36.2,0,2022-04-08 13:00:00
301.5,1285,62.6,1,2022-04-08 14:00:00
298.5,1268,69.0,1,2022-04-08 15:00:00
299.2,1821,26.1,0,2022-04-08 16:00:00
300.1,1362,49.1,0,2022-04-08 17:00:00
301.2,1576,39.6,0,2022-04-08 18:00:00
302.3,1377,47.5,1,2022-04-08 19:00:00
298.2,1374,58.9,1,2022-04-08 20:00:00
303.0,1362,46.0,1,2022-04-08 21:00:00
300.4,1378,49.5,1,2022-04-08 22:00:00
301.6,1323,65.0,1,2022-04-08 23:00:00
301.2,1676,32.4,0,2022-04-09 00:00:00
302.2,1356,50.5,1,2022-04-09 01:00:00
301.1,1583,40.7,0,2022-04-09 02:00:00
297.8,1326,61.0,1,2022-04-09 03:00:00
302.2,1572,34.6,0,2022-04-09 04:00:00
299.7,1367,56.3,1,2022-04-09 05:00:00
301.5,1385,47.5,0,2022-04-09 06:00:00
303.1,1285,69.8,1,2022-04-09 07:00:00
303.3,1489,49.4,0,2022-04-09 08:00:00
300.5,1343,63.7,0,2022-04-09 09:00:00
300.1,2414,14.3,1,2022-04-09 10:00:00
297.0,1398,55.7,1,2022-04-09 11:00:00
303.0,1284,69.9,1,2022-04-09 12:00:00
301.8,1393,44.9,0,2022-04-09 13:00:00
302.5,1586,32.2,0,2022-04-09 14:00:00
301.1,1367,63.5,1,2022-04-09 15:00:00
300.8,1353,51.9,1,2022-04-09 16:00:00
300.6,1488,47.7,0,2022-04-09 17:00:00
302.2,1710,30.3,1,2022-04-09 18:00:00
300.3,1339,53.4,0,2022-04-09 19:00:00
301.4,1440,44.8,1,2022-04-09 20:00:00
301.4,1285,62.5,1,2022-04-09 21:00:00
302.2,1376,52.8,1,2022-04-09 22:00:00
300.7,1641,34.6,0,2022-04-09 23:00:00
301.0,1617,34.5,0,2022-04-10 00:00:00
297.2,1578,37.8,0,2022-04-10 01:00:00
303.4,2706,9.8,1,2022-04-10 02:00:00
298.7,1615,33.4,1,2022-04-10 03:00:00
301.5,1556,39.1,0,2022-04-10 04:00:00
302.3,1313,63.4,1,2022-04-10 05:00:00
302.5,1624,34.4,0,2022-04-10 06:00:00
298.2,1407,45.1,0,2022-04-10 07:00:00
300.6,1404,61.9,1,2022-04-10 08:00:00
303.7,1332,52.7,1,2022-04-10 09:00:00
303.1,1302,46.8,1,2022-04-10 10:00:00
299.2,2552,13.0,1,2022-04-10 11:00:00
300.2,1619,31.3,0,2022-04-10 12:00:00
302.0,1341,50.0,1,2022-04-10 13:00:00
302.2,1275,55.7,1,2022-04-10 14:00:00
300.2,1338,55.9,1,2022-04-10 15:00:00
302.2,1339,56.0,1,2022-04-10 16:00:00
302.8,1367,55.5,1,2022-04-10 17:00:00
302.0,1346,62.1,1,2022-04-10 18:00:00
300.1,1485,40.4,0,2022-04-10 19:00:00
303.6,2659,11.4,1,2022-04-10 20:00:00
297.1,1506,37.7,0,2022-04-10 21:00:00
298.5,1572,33.0,0,2022-04-10 22:00:00
302.8,1345,49.2,1,2022-04-10 23:00:00
301.3,1503,48.6,0,2022-04-11 00:00:00
299.1,1532,36.6,0,2022-04-11 01:00:00
298.3,1553,41.0,0,2022-04-11 02:00:00
302.4,1328,48.5,1,2022-04-11 03:00:00
296.8,1413,46.5,0,2022-04-11 04:00:00
299.0,1360,60.1,1,2022-04-11 05:00:00
299.2,1372,56.3,1,2022-04-11 06:00:00
302.0,1418,49.5,0,2022-04-11 07:00:00
302.2,1477,47.5,1,2022-04-11 08:00:00
301.9,1502,47.0,1,2022-04-11 09:00:00
302.6,1227,67.3,1,2022-04-11 10:00:00
300.9,1512,41.2,0,2022-04-11 11:00:00
302.4,1418,52.3,0,2022-04-11 12:00:00
301.3,1378,56.2,1,2022-04-11 13:00:00
302.1,1361,45.5,1,2022-04-11 14:00:00
302.6,1329,48.9,1,2022-04-11 15:00:00
301.6,1366,64.9,1,2022-04-11 16:00:00
301.6,1569,38.7,1,2022-04-11 17:00:00
300.4,1832,24.2,0,2022-04-11 18:00:00
299.9,1298,64.8,1,2022-04-11 19:00:00
301.7,1335,57.6,1,2022-04-11 20:00:00
300.1,1439,44.8,1,2022-04-11 21:00:00
297.1,1238,75.5,1,2022-04-11 22:00:00
303.0,1404,61.5,1,2022-04-11 23:00:00
299.7,1299,65.6,1,2022-04-12 00:00:00
302.0,1374,48.1,1,2022-04-12 01:00:00
302.3,1378,48.8,1,2022-04-12 02:00:00
298.6,1440,48.2,0,2022-04-12 03:00:00
300.0,2122,18.3,1,2022-04-12 04:00:00
300.3,1333,69.8,1,2022-04-12 05:00:00
297.3,1447,57.4,0,2022-04-12 06:00:00
299.1,1502,38.3,0,2022-04-12 07:00:00
299.8,1300,64.2,0,2022-04-12 08:00:00
300.2,1568,41.0,0,2022-04-12 09:00:00
301.8,1311,57.8,1,2022-04-12 10:00:00
303.9,1590,31.9,0,2022-04-12 11:00:00
300.9,1656,30.7,0,2022-04-12 12:00:00
300.6,1419,42.4,0,2022-04-12 13:00:00
302.4,1330,51.2,1,2022-04-12 14:00:00
300.3,1526,38.5,0,2022-04-12 15:00:00
303.5,1503,36.5,0,2022-04-12 16:00:00
302.6,1331,50.5,1,2022-04-12 17:00:00
299.4,1867,23.6,1,2022-04-12 18:00:00
300.2,1255,71.8,1,2022-04-12 19:00:00
300.1,1336,69.7,1,2022-04-12 20:00:00
300.6,1356,65.5,1,2022-04-12 21:00:00
300.8,1452,43.0,0,2022-04-12 22:00:00
301.2,1336,58.3,1,2022-04-12 23:00:00
298.7,1654,34.3,0,2022-04-13 00:00:00
297.4,1324,56.9,0,2022-04-13 01:00:00
298.6,1522,40.3,0,2022-04-13 02:00:00
299.0,1520,45.0,0,2022-04-13 03:00:00
300.5,1440,45.3,1,2022-04-13 04:00:00
298.5,2562,12.8,1,2022-04-13 05:00:00
301.7,1532,39.8,0,2022-04-13 06:00:00
301.9,1340,53.6,1,2022-04-13 07:00:00
303.0,1403,61.6,1,2022-04-13 08:00:00
299.2,2734,8.9,1,2022-04-13 09:00:00
302.8,1364,55.4,1,2022-04-13 10:00:00
302.5,1359,48.4,1,2022-04-13 11:00:00
300.4,1571,33.6,0,2022-04-13 12:00:00
302.2,2670,11.7,1,2022-04-13 13:00:00
301.0,1601,33.0,0,2022-04-13 14:00:00
295.6,1669,29.0,0,2022-04-13 15:00:00
298.3,1490,41.7,0,2022-04-13 16:00:00
304.2,1380,48.7,0,2022-04-13 17:00:00
298.6,1668,31.5,0,2022-04-13 18:00:00
302.6,1295,63.0,1,2022-04-13 19:00:00
301.0,1299,66.3,1,2022-04-13 20:00:00
299.8,1397,43.1,1,2022-04-13 21:00:00
299.8,1352,49.3,1,2022-04-13 22:00:00
298.6,1420,50.4,0,2022-04-13 23:00:00
301.9,1421,46.2,0,2022-04-14 00:00:00
298.2,1785,23.4,0,2022-04-14 01:00:00
301.2,1288,69.1,1,2022-04-14 02:00:00
302.5,1538,36.8,0,2022-04-14 03:00:00
300.8,1265,68.0,1,2022-04-14 04:00:00
299.8,1562,35.7,0,2022-04-14 05:00:00
301.5,1451,57.5,1,2022-04-14 06:00:00
298.9,1558,41.2,0,2022-04-14 07:00:00
302.5,1286,68.9,1,2022-04-14 08:00:00
302.0,2485,13.2,1,2022-04-14 09:00:00
302.4,1330,46.2,1,2022-04-14 10:00:00
301.3,1370,61.3,1,2022-04-14 11:00:00
301.7,1368,56.8,1,2022-04-14 12:00:00
300.1,1627,29.2,0,2022-04-14 13:00:00
296.0,1372,55.8,1,2022-04-14 14:00:00
298.4,1282,60.8,1,2022-04-14 15:00:00
302.2,1744,29.7,0,2022-04-14 16:00:00
301.0,1804,25.8,0,2022-04-14 17:00:00
298.6,1354,53.4,1,2022-04-14 18:00:00
301.7,1625,35.9,0,2022-04-14 19:00:00
298.0,1276,65.9,0,2022-04-14 20:00:00
299.5,1356,54.9,0,2022-04-14 21:00:00
303.0,1511,45.7,0,2022-04-14 22:00:00
297.9,1602,38.3,0,2022-04-14 23:00:00
302.8,1364,66.1,1,2022-04-15 00:00:00
301.2,1505,39.6,0,2022-04-15 01:00:00
303.5,1343,49.5,1,2022-04-15 02:00:00
298.0,1430,51.9,0,2022-04-15 03:00:00
302.3,1324,47.8,0,2022-04-15 04:00:00
299.3,1515,48.2,1,2022-04-15 05:00:00
298.2,1433,49.3,1,2022-04-15 06:00:00
302.1,1308,57.5,1,2022-04-15 07:00:00
303.3,1842,24.5,0,2022-04-15 08:00:00
301.4,1610,34.6,0,2022-04-15 09:00:00
303.6,1270,67.9,1,2022-04-15 10:00:00
299.3,1398,54.7,1,2022-04-15 11:00:00
297.0,1489,44.1,0,2022-04-15 12:00:00
299.6,1333,51.2,0,2022-04-15 13:00:00
302.4,1463,42.2,0,2022-04-15 14:00:00
300.9,1695,30.2,0,2022-04-15 15:00:00
302.5,1507,39.5,0,2022-04-15 16:00:00
300.8,1678,28.1,0,2022-04-15 17:00:00
298.8,1595,36.8,1,2022-04-15 18:00:00
296.9,1464,41.4,0,2022-04-15 19:00:00
303.4,1295,51.3,1,2022-04-15 20:00:00
298.0,1339,51.4,0,2022-04-15 21:00:00
302.2,1481,40.4,0,2022-04-15 22:00:00
298.9,1944,23.4,0,2022-04-15 23:00:00
302.1,1359,49.2,1,2022-04-16 00:00:00
301.8,1597,30.8,0,2022-04-16 01:00:00
298.7,1487,33.6,0,2022-04-16 02:00:00
300.5,1659,29.5,1,2022-04-16 03:00:00
297.7,1502,49.7,1,2022-04-16 04:00:00
300.8,1434,39.1,0,2022-04-16 05:00:00
299.5,1257,70.0,1,2022-04-16 06:00:00
298.8,1751,29.6,0,2022-04-16 07:00:00
302.2,1463,46.8,0,2022-04-16 08:00:00
303.3,1362,46.6,1,2022-04-16 09:00:00
302.6,1628,34.4,1,2022-04-16 10:00:00
297.7,1738,27.7,0,2022-04-16 11:00:00
299.2,1459,56.3,1,2022-04-16 12:00:00
302.3,1398,43.3,0,2022-04-16 13:00:00
298.0,1830,26.0,1,2022-04-16 14:00:00
298.6,1390,51.4,0,2022-04-16 15:00:00
301.9,1335,57.0,1,2022-04-16 16:00:00
302.5,1273,58.2,1,2022-04-16 17:00:00
298.4,1345,52.7,0,2022-04-16 18:00:00
300.8,1312,73.2,1,2022-04-16 19:00:00
300.1,1374,45.4,0,2022-04-16 20:00:00
299.1,1594,33.3,0,2022-04-16 21:00:00
297.3,1598,29.4,0,2022-04-16 22:00:00
303.4,1353,44.1,1,2022-04-16 23:00:00
303.7,1685,31.8,0,2022-04-17 00:00:00
301.5,1297,64.7,1,2022-04-17 01:00:00
303.3,1457,40.7,0,2022-04-17 02:00:00
303.1,1365,55.7,1,2022-04-17 03:00:00
301.9,1540,37.6,0,2022-04-17 04:00:00
300.9,1452,47.1,1,2022-04-17 05:00:00
300.1,1361,60.4,1,2022-04-17 06:00:00
301.8,1322,53.0,0,2022-04-17 07:00:00
298.3,1520,41.4,0,2022-04-17 08:00:00
301.1,1417,50.9,1,2022-04-17 09:00:00
299.9,1576,39.4,0,2022-04-17 10:00:00
297.3,1385,44.4,0,2022-04-17 11:00:00
299.6,1267,68.0,1,2022-04-17 12:00:00
301.7,1330,61.1,1,2022-04-17 13:00:00
298.8,1286,61.8,1,2022-04-17 14:00:00
302.2,1355,51.3,1,2022-04-17 15:00:00
304.0,2354,15.0,0,2022-04-17 16:00:00
301.3,2830,5.6,1,2022-04-17 17:00:00
302.2,1456,54.2,1,2022-04-17 18:00:00
298.1,1463,45.9,0,2022-04-17 19:00:00
302.3,1379,49.2,1,2022-04-17 20:00:00
300.3,1297,62.6,1,2022-04-17 21:00:00
298.7,1500,49.1,1,2022-04-17 22:00:00
303.5,1284,70.6,1,2022-04-17 23:00:00
302.7,1352,52.2,1,2022-04-18 00:00:00
296.3,1646,35.0,0,2022-04-18 01:00:00
296.7,1420,50.1,0,2022-04-18 02:00:00
300.7,1490,43.1,0,2022-04-18 03:00:00
303.2,1373,47.7,1,2022-04-18 04:00:00
301.2,1449,41.1,1,2022-04-18 05:00:00
298.1,1604,35.8,1,2022-04-18 06:00:00
301.1,1413,46.6,0,2022-04-18 07:00:00
302.4,1452,55.8,1,2022-04-18 08:00:00
301.3,1440,46.1,1,2022-04-18 09:00:00
302.9,1351,42.6,1,2022-04-18 10:00:00
301.6,1336,65.9,1,2022-04-18 11:00:00
298.2,1601,36.3,1,2022-04-18 12:00:00
301.6,2388,13.8,1,2022-04-18 13:00:00
300.1,1518,40.2,0,2022-04-18 14:00:00
299.3,1336,56.7,1,2022-04-18 15:00:00
301.7,1644,32.5,0,2022-04-18 16:00:00
297.1,1584,42.3,0,2022-04-18 17:00:00
299.3,1647,32.9,0,2022-04-18 18:00:00
300.1,1694,27.4,0,2022-04-18 19:00:00
301.7,1954,21.6,0,2022-04-18 20:00:00
301.2,1267,67.6,1,2022-04-18 21:00:00
301.2,1378,54.2,1,2022-04-18 22:00:00
297.6,1501,49.8,1,2022-04-18 23:00:00
299.2,1440,47.0,0,2022-04-19 00:00:00
301.3,1702,29.8,1,2022-04-19 01:00:00
299.2,1381,60.6,0,2022-04-19 02:00:00
300.3,1236,57.5,0,2022-04-19 03:00:00
299.4,2854,4.8,1,2022-04-19 04:00:00
300.2,1539,35.3,0,2022-04-19 05:00:00
298.5,2011,21.0,0,2022-04-19 06:00:00
300.9,1399,58.1,1,2022-04-19 07:00:00
302.1,1383,53.6,0,2022-04-19 08:00:00
300.0,2010,20.0,0,2022-04-19 09:00:00
300.9,1379,56.5,1,2022-04-19 10:00:00
302.0,1270,65.3,1,2022-04-19 11:00:00
299.5,1516,47.8,1,2022-04-19 12:00:00
302.5,1298,57.5,0,2022-04-19 13:00:00
298.0,1393,55.9,0,2022-04-19 14:00:00
300.7,1670,27.3,0,2022-04-19 15:00:00
303.0,1340,51.2,1,2022-04-19 16:00:00
301.9,1376,54.0,1,2022-04-19 17:00:00
298.1,1372,57.2,1,2022-04-19 18:00:00
302.6,1342,49.9,1,2022-04-19 19:00:00
298.5,1483,44.8,0,2022-04-19 20:00:00
303.7,2661,11.4,1,2022-04-19 21:00:00
302.6,1373,47.4,1,2022-04-19 22:00:00
297.9,1488,37.3,0,2022-04-19 23:00:00
302.8,1313,63.1,1,2022-04-20 00:00:00
298.5,1397,51.8,1,2022-04-20 01:00:00
299.1,1485,37.8,0,2022-04-20 02:00:00
301.2,1533,37.0,1,2022-04-20 03:00:00
298.8,1803,25.4,0,2022-04-20 04:00:00
300.0,1288,69.6,1,2022-04-20 05:00:00
302.6,1358,57.2,1,2022-04-20 06:00:00
297.3,1399,56.8,1,2022-04-20 07:00:00
296.4,2833,5.6,1,2022-04-20 08:00:00
302.4,1375,52.5,1,2022-04-20 09:00:00
298.2,1452,43.5,0,2022-04-20 10:00:00
299.1,1472,46.6,0,2022-04-20 11:00:00
299.3,1536,38.9,0,2022-04-20 12:00:00
299.3,1321,67.6,1,2022-04-20 13:00:00
302.3,1380,49.3,1,2022-04-20 14:00:00
298.7,1480,42.2,0,2022-04-20 15:00:00
299.1,1459,46.7,0,2022-04-20 16:00:00
301.6,1297,65.2,1,2022-04-20 17:00:00
300.5,1407,48.6,1,2022-04-20 18:00:00
303.2,1336,58.0,1,2022-04-20 19:00:00
297.6,1314,67.6,1,2022-04-20 20:00:00
301.9,1717,26.8,0,2022-04-20 21:00:00
300.8,1680,28.2,0,2022-04-20 22:00:00
298.5,1654,27.1,0,2022-04-20 23:00:00
298.2,1420,63.0,1,2022-04-21 00:00:00
301.2,1515,40.9,0,2022-04-21 01:00:00
299.8,1407,63.6,1,2022-04-21 02:00:00
299.8,1539,37.5,1,2022-04-21 03:00:00
302.8,1349,46.9,1,2022-04-21 04:00:00
295.6,1383,48.7,0,2022-04-21 05:00:00
301.0,1492,44.6,0,2022-04-21 06:00:00
298.2,1824,24.2,0,2022-04-21 07:00:00
296.8,1664,32.8,0,2022-04-21 08:00:00
302.2,1379,48.6,1,2022-04-21 09:00:00
302.4,1429,43.7,0,2022-04-21 10:00:00
303.5,1256,64.1,1,2022-04-21 11:00:00
297.6,1486,40.6,0,2022-04-21 12:00:00
302.9,1435,47.7,0,2022-04-21 13:00:00
298.5,2190,15.6,1,2022-04-21 14:00:00
300.6,1374,47.9,1,2022-04-21 15:00:00
301.3,1819,25.5,0,2022-04-21 16:00:00
298.7,1465,39.7,0,2022-04-21 17:00:00
300.5,1320,49.9,0,2022-04-21 18:00:00
298.1,1420,63.5,1,2022-04-21 19:00:00
300.2,1395,45.6,1,2022-04-21 20:00:00
298.5,1569,41.0,0,2022-04-21 21:00:00
298.0,1606,30.8,0,2022-04-21 22:00:00
300.1,1285,64.5,1,2022-04-21 23:00:00
300.3,1471,37.0,0,2022-04-22 00:00:00
301.8,1288,68.8,1,2022-04-22 01:00:00
302.4,1466,43.9,0,2022-04-22 02:00:00
298.9,2861,4.6,1,2022-04-22 03:00:00
303.8,1869,25.8,0,2022-04-22 04:00:00
299.2,1521,42.3,0,2022-04-22 05:00:00
299.1,1439,44.9,1,2022-04-22 06:00:00
303.3,1301,45.1,1,2022-04-22 07:00:00
299.7,1372,62.0,1,2022-04-22 08:00:00
302.4,1357,54.4,1,2022-04-22 09:00:00
303.1,1351,44.7,1,2022-04-22 10:00:00
299.0,1434,45.9,0,2022-04-22 11:00:00
302.3,1341,46.3,0,2022-04-22 12:00:00
297.6,1501,48.4,1,2022-04-22 13:00:00
300.3,1350,58.7,0,2022-04-22 14:00:00
304.1,1696,29.6,0,2022-04-22 15:00:00
299.8,1603,35.1,0,2022-04-22 16:00:00
300.6,1629,35.3,0,2022-04-22 17:00:00
298.4,1425,45.5,0,2022-04-22 18:00:00
300.2,1321,67.3,1,2022-04-22 19:00:00
297.7,1446,43.9,0,2022-04-22 20:00:00
303.5,1353,51.0,0,2022-04-22 21:00:00
302.7,1450,52.5,1,2022-04-22 22:00:00
296.9,1397,48.3,0,2022-04-22 23:00:00
300.7,1335,57.1,1,2022-04-23 00:00:00
300.9,1364,52.5,0,2022-04-23 01:00:00
299.5,1720,27.7,1,2022-04-23 02:00:00
302.5,1371,45.6,1,2022-04-23 03:00:00
302.3,1374,50.4,1,2022-04-23 04:00:00
297.0,1548,35.8,1,2022-04-23 05:00:00
304.0,1510,35.4,1,2022-04-23 06:00:00
297.5,1327,56.5,0,2022-04-23 07:00:00
301.5,1273,57.2,1,2022-04-23 08:00:00
302.0,1369,44.5,1,2022-04-23 09:00:00
299.4,1439,49.7,0,2022-04-23 10:00:00
299.0,1339,49.6,0,2022-04-23 11:00:00
298.4,1709,27.3,1,2022-04-23 12:00:00
300.7,1412,49.1,0,2022-04-23 13:00:00
302.5,1487,40.2,0,2022-04-23 14:00:00
300.9,1228,70.2,1,2022-04-23 15:00:00
299.5,1446,62.7,1,2022-04-23 16:00:00
302.8,1349,47.1,1,2022-04-23 17:00:00
302.1,1359,48.5,1,2022-04-23 18:00:00
303.9,1526,40.7,0,2022-04-23 19:00:00
300.0,2557,12.9,1,2022-04-23 20:00:00
297.5,1446,41.9,0,2022-04-23 21:00:00
300.6,1630,31.8,0,2022-04-23 22:00:00
299.9,1548,35.7,0,2022-04-23 23:00:00
298.2,1230,59.6,0,2022-04-24 00:00:00
299.8,1412,63.8,1,2022-04-24 01:00:00
302.4,1330,57.4,1,2022-04-24 02:00:00
297.0,1319,68.1,1,2022-04-24 03:00:00
298.2,1408,46.5,0,2022-04-24 04:00:00
302.9,1367,55.4,1,2022-04-24 05:00:00
302.7,1446,55.7,1,2022-04-24 06:00:00
300.1,1471,47.2,0,2022-04-24 07:00:00
301.7,1615,29.4,1,2022-04-24 08:00:00
303.2,1518,39.9,0,2022-04-24 09:00:00
302.4,1364,66.6,1,2022-04-24 10:00:00
300.1,1563,40.8,0,2022-04-24 11:00:00
297.3,1514,44.5,0,2022-04-24 12:00:00
298.7,1402,45.3,0,2022-04-24 13:00:00
299.1,1185,64.5,1,2022-04-24 14:00:00
300.7,1462,39.7,0,2022-04-24 15:00:00
302.9,1333,52.3,1,2022-04-24 16:00:00
295.8,1356,48.0,0,2022-04-24 17:00:00
299.4,1371,53.9,1,2022-04-24 18:00:00
296.7,1524,36.8,0,2022-04-24 19:00:00
298.5,1437,42.6,0,2022-04-24 20:00:00
298.9,1590,31.3,0,2022-04-24 21:00:00
298.1,1392,44.8,0,2022-04-24 22:00:00
299.2,1375,55.1,0,2022-04-24 23:00:00
301.6,1365,65.1,1,2022-04-25 00:00:00
299.9,1680,28.9,1,2022-04-25 01:00:00
301.7,1339,55.7,1,2022-04-25 02:00:00
297.4,1323,44.5,1,2022-04-25 03:00:00
299.4,1525,41.5,0,2022-04-25 04:00:00
301.8,1442,45.3,1,2022-04-25 05:00:00
300.2,1401,49.3,0,2022-04-25 06:00:00
297.0,1507,43.1,0,2022-04-25 07:00:00
299.9,1254,61.3,0,2022-04-25 08:00:00
296.2,1552,34.8,0,2022-04-25 09:00:00
300.9,1228,66.5,1,2022-04-25 10:00:00
301.3,1297,65.8,1,2022-04-25 11:00:00
298.2,1361,58.4,1,2022-04-25 12:00:00
302.8,2016,19.9,0,2022-04-25 13:00:00
300.8,2237,17.0,0,2022-04-25 14:00:00
300.7,1564,36.8,0,2022-04-25 15:00:00
300.4,1537,35.0,0,2022-04-25 16:00:00
298.9,1434,49.1,1,2022-04-25 17:00:00
304.0,1270,68.6,1,2022-04-25 18:00:00
300.8,1645,31.0,1,2022-04-25 19:00:00
295.6,1569,35.1,0,2022-04-25 20:00:00
300.3,1388,60.0,1,2022-04-25 21:00:00
295.5,1326,50.8,0,2022-04-25 22:00:00
302.4,1284,69.1,1,2022-04-25 23:00:00
303.3,1341,48.1,1,2022-04-26 00:00:00
299.7,1505,37.7,0,2022-04-26 01:00:00
303.3,2706,9.8,1,2022-04-26 02:00:00
298.4,1606,35.9,1,2022-04-26 03:00:00
298.6,1566,38.1,0,2022-04-26 04:00:00
301.9,1263,67.9,1,2022-04-26 05:00:00
300.2,1415,55.8,0,2022-04-26 06:00:00
295.8,1505,35.2,0,2022-04-26 07:00:00
297.1,1348,58.0,0,2022-04-26 08:00:00
299.0,1296,67.6,1,2022-04-26 09:00:00
299.4,1470,44.4,0,2022-04-26 10:00:00
300.9,1988,19.7,0,2022-04-26 11:00:00
299.6,1605,29.8,0,2022-04-26 12:00:00
299.1,1476,42.7,0,2022-04-26 13:00:00
302.6,1439,52.3,0,2022-04-26 14:00:00
300.6,1271,58.6,1,2022-04-26 15:00:00
303.1,1420,45.6,1,2022-04-26 16:00:00
300.6,2335,14.7,1,2022-04-26 17:00:00
300.6,1398,57.4,1,2022-04-26 18:00:00
299.2,1401,47.0,0,2022-04-26 19:00:00
300.1,1288,69.6,1,2022-04-26 20:00:00
298.9,1526,35.4,0,2022-04-26 21:00:00
303.0,1392,42.9,0,2022-04-26 22:00:00
297.3,1506,36.0,0,2022-04-26 23:00:00
300.4,1662,29.0,0,2022-04-27 00:00:00
302.9,1359,44.3,1,2022-04-27 01:00:00
301.6,1266,58.5,1,2022-04-27 02:00:00
302.3,1378,54.4,1,2022-04-27 03:00:00
302.8,1363,63.5,1,2022-04-27 04:00:00
300.2,1431,51.3,0,2022-04-27 05:00:00
300.1,1841,23.0,0,2022-04-27 06:00:00
